name,latitude,longitude
'SCEA la Croix des Vignes',47.8228,1.30242
'SCEA Les Vergers',47.80865,1.38591
'EARL DAVEAU',47.79569,1.44973
client_1,47.8249125829847,1.3424974995650838
client_2,47.8599326615923,1.1185685287039155
client_3,47.844044953450485,1.2221219727740196
client_4,47.66823193878634,1.3129322577795146
client_5,47.82445657624752,1.1642458702878902
client_6,47.6513936908079,1.6107494358793577
client_7,47.87874382910012,1.2448183914508038
client_8,47.780444594908644,1.293401815436276
client_9,47.87569023359868,1.5395982964354165
client_10,47.78037650219027,1.5067707871992995
