name,latitude,longitude
'AgroPaul',47.41906,1.44406
client_1,47.32009194213789,1.4938951787052297
client_2,47.27639184297368,1.5082413600355928
client_3,47.38236553287161,1.1473026963618862
client_4,47.36745389877854,1.3628430305163197
client_5,47.35962637091953,1.722970935083277
client_6,47.4012621917451,1.3655081966782627
client_7,47.46199459220425,1.5177879929193525
client_8,47.217992393376676,1.5523919366467749
client_9,47.229367067992406,1.485591368197704
client_10,47.49514034553965,1.1552245295315127
