name,latitude,longitude
'AgroPaul',47.41906,1.44406
client_1,47.32698192552718,1.4453509923302081
client_2,47.290043439887874,1.5699315663678153
client_3,47.468650401888794,1.4453481431744042
client_4,47.55023055684259,1.3123584883153843
client_5,47.298792142858915,1.6314407412429153
client_6,47.3404276826178,1.3829238742028642
client_7,47.56117611735611,1.3874272540725912
client_8,47.31527049961751,1.5855659809237312
client_9,47.27432543867559,1.5360856239894598
client_10,47.38097279747607,1.4288776470826898
client_11,47.23726829557769,1.5016480683160027
client_12,47.54906317145403,1.3546194939953302
client_13,47.2637106185314,1.3558771261324227
client_14,47.36268263914792,1.5427912681522649
client_15,47.23825406438414,1.255025228907156
