name,latitude,longitude
'AgroPaul',47.41906,1.44406
client_1,47.50888416622965,1.7000641661055895
client_2,47.36308118089379,1.1683725980973576
client_3,47.243885128198855,1.2795471876981892
client_4,47.43431096142406,1.753967256288932
client_5,47.575205648336905,1.671164194783783
client_6,47.53795409228371,1.6464127542142721
client_7,47.349437540293295,1.1526144101736921
client_8,47.58341997100956,1.6224338217212912
client_9,47.45094207825777,1.142836222460663
client_10,47.43246041272291,1.1511761757791168
client_11,47.20588123443153,1.4294686591865842
client_12,47.561988226945736,1.6835324003680092
client_13,47.6029700417005,1.62865020509854
client_14,47.34758053354398,1.1706905222497148
