name,latitude,longitude
'AgroPaul',47.41906,1.44406
client_1,47.48825212788933,1.4383193212251717
client_2,47.33688058018907,1.4749198302664248
client_3,47.49249141641824,1.5729150201220843
client_4,47.470223627177674,1.6717730790741563
client_5,47.56223491620695,1.4689455759281826
client_6,47.29035331126518,1.6849099338800386
client_7,47.274519795862176,1.6323788950082587
client_8,47.33414533005099,1.173094303252087
client_9,47.33698140152562,1.432897417647498
client_10,47.5441012103649,1.5028291515959618
client_11,47.463520745569355,1.4146141109488537
client_12,47.42357536372064,1.3886992886888196
client_13,47.35726032465901,1.334312874781838
client_14,47.33238735916896,1.4467880178933037
client_15,47.61399775893773,1.5213994434926486
client_16,47.47796877836957,1.1971992473798936
client_17,47.40394770740275,1.4044973487703993
client_18,47.45018669638863,1.5145088130822342
client_19,47.47477097237397,1.3241200637973543
client_20,47.57845588310393,1.475600274406713
